title;url;emails;;;;;;;;;;
Consultancy Service for Hydrologist to support project implementation for 24 months.;https://devbusiness.un.org/notices/wb-p2105989;crfm.procurement@gmail.com crfmsouthsudan@gmail.com crfm.procurement@gmail.com crfmsouthsudan@gmail.com crfmsouthsudan@gmail.com;;;;;;;;;;
Etudes techniques des travaux d’aménagement de quatre (04) périmètres pastoraux y compris les études géophysiques d’implantation de quatre (04) forages et du contrôle et surveillance des travaux;https://devbusiness.un.org/notices/wb-p2105980;fatoumata.bocoum@prapsmali.ml dbakary57@yahoo.fr mouscoul79@yahoo.fr;;;;;;;;;;
Fiscalização de 1 Escola do tipo T12 do I Ciclo do Ensino Secundário na Província do Zaire;https://devbusiness.un.org/notices/wb-p2105991;obras@pat-med.org obras@pat-med.org;;;;;;;;;;
Public Sector Reform Advisor-Ministry of Labour-Jubbaland state of Somalia;https://devbusiness.un.org/notices/wb-p2106001;Recruitment@jubbalandmof.so Dg-mole@jubalandstate.so serprecruitment@mof.gov.so amamaalin@gmail.com;;;;;;;;;;
Recrutement d'un Expert en Politique et Réglementation sur les Engrais;https://devbusiness.un.org/notices/wb-p2106003;procurement@araa.org procurement@araa.org;;;;;;;;;;
UPDATE- Consultant for Women and Youth Empowerment Division of the Islamic Development Bank;https://devbusiness.un.org/notices/isdb-p2100817;dd0187e4.isdb.org@emea.teams.ms 8004b93e.isdb.org@emea.teams.ms dd0187e4.isdb.org@emea.teams.ms dd0187e4.isdb.org@emea.teams.ms;;;;;;;;;;
Public Sector Reform Advisor- Ministry of Labour-Hirshabelle state of Somalia;https://devbusiness.un.org/notices/wb-p2106004;SERP.recruitment@hirshabellemof.so dg@molsa.hs.so serprecruitment@mof.gov.so amamaalin@gmail.com;;;;;;;;;;
Selection of Service Provider for operating VLTC at Khulna Division;https://devbusiness.un.org/notices/wb-p2106005;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
PIU- Monitoring and Evaluation (M&E) Specialist;https://devbusiness.un.org/notices/wb-p2106007;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;;
Ecological restoration plan for Chengdu Giant Panda Habitat;https://devbusiness.un.org/notices/wb-p2106008;cdpszx3@163.com. cnooctj@qq.com. cdpszx3@163.com 605147709@qq.com;;;;;;;;;;
Contrôle des travaux de suppression des points critiques;https://devbusiness.un.org/notices/wb-p2106009;recrutements@prolac.td yang.joel@Prolac.td yangjoel@yahoo.fr;;;;;;;;;;
Mobilisation des prestataires pour la formation professionnelle dans la région de Gao;https://devbusiness.un.org/notices/wb-p2106010;fatoumata.bocoum@prapsmali.ml mansakeitaprapsc4@gmail.com mouscoul79@yahoo.fr;;;;;;;;;;
Adquisición de vehículos aéreos no tripulados (Drones) tipo Ala rotatoria multirotor para los Puestos de Control Aduaneros de la SUNAT;https://devbusiness.un.org/notices/idb-p2106272;proyectobid4@sunat.gob.pe. proyectobid4@sunat.gob.pe proyectobid4@sunat.gob.pe svaldivia@proyectobid3.com proyectobid4@sunat.gob.pe;;;;;;;;;;
BEO: Consultoría sobre procesos transfronterizos y facilitación de comercio en el Corredor Bioceánico de Capricornio;https://devbusiness.un.org/notices/idb-p2106259;No emails found;;;;;;;;;;
Adquisición de Escáneres de rayos X para control puertos; pasos fronterizos; zonas francas y terminales aeroportuarias (de arco fijo; de arco móviles; doble vista no intrusivo fijo y doble vista no intrusivo móvil);https://devbusiness.un.org/notices/idb-p2106263;adquisicionesvuce@produccion.gob.ar. adquisicionesvuce@produccion.gob.ar;;;;;;
Specialist for Development and Management of Research Infrastructure;https://devbusiness.un.org/notices/wb-p2106011;oleksandr.radchenko@uiherp.org;;;;;;;;;;
Etude de faisabilité et de construction d'un marché interprovincial à Ngouri;https://devbusiness.un.org/notices/wb-p2105986;recrutements@prolac.td yangjoel@yahoo.fr;;;;;;;;;;
Recrutement d’un Consultant chargé d’effectuer un audit technique et institutionnel de l’Office Congolais de Contrôle de qualité en matière de certification.;https://devbusiness.un.org/notices/wb-p2105999;ugp@pfcigl.cd giressensekamak@gmail.com;;;;;;;;;;
Contratacion de 4 consultores Cr para evaluacion proyectos COMAP;https://devbusiness.un.org/notices/wb-p2105998;ucp.llamados@mef.gub.uy ucp.llamados@mef.gub.uy ucp.llamados@mef.gub.uy ucp.llamados@mef.gub.uy ucp.llamados@mef.gub.uy;;;;;;;;;;
Etude de faisabilité pour la construction et reabilitation de réseaux électriques de Moyen et Basse tention - EAGB.;https://devbusiness.un.org/notices/wb-p2105997;puasee@outlook.pt puasee@outlook.pt;;;;;;;;;;
Mobilisation des prestataires pour la formation professionnelle dans la région de Kita;https://devbusiness.un.org/notices/wb-p2105996;fatoumata.bocoum@prapsmali.ml mansakeitaprapsc4@gmail.com mouscoul79@yahoo.fr;;;;;;;;;;
Selection of Service Provider for operating VLTC at Dhaka Division;https://devbusiness.un.org/notices/wb-p2105995;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
Consultor de Apoio na Modernização Institucional do INE;https://devbusiness.un.org/notices/wb-p2105994;pfcea@ine.gov.ao pfcea@ine.gov.ao pfcea@ine.gov.ao;;;;;;;;;;
Recruitment of Contract Management Officer;https://devbusiness.un.org/notices/wb-p2105993;serprecruitment@mof.gov.so amamaalin@gmail.com;;;;;;;;;;
Contrôle et surveillance des travaux de forages positifs et équipement dans les régions du Centre et du Nord;https://devbusiness.un.org/notices/wb-p2106002;fatoumata.bocoum@prapsmali.ml dbakary57@yahoo.fr mouscoul79@yahoo.fr;;;;;;;;;;
CABINET POUR L’AUDIT COMPTABLE; FINANCIER ET DES ACQUSITIONS DU PROJET (Exercice allant du 01 janvier 2023 au 30 juin 2024);https://devbusiness.un.org/notices/afdb-p2106258;sigomap@marchespublics.gouv.ci;;;;;;;;;
ADQUISICION DE CAMARAS DE INSPECCION PREFABRICADA 40x40x44cm EPSA MUNICIPAL DE ENTRE RIOS COCHABAMBA;https://devbusiness.un.org/notices/idb-p2106260;adquisiciones.ucp.paap@gmail.com adquisiciones.ucp.paap@gmail.com;;;;;;;;;;
Public Sector Reform Advisor-Ministry of Labour-Southwest state of Somalia;https://devbusiness.un.org/notices/wb-p2106012;DG@mofswss.so Dg@molsa.sw.so serprecruitment@mof.gov.so amamaalin@gmail.com;;;;;;;;;;
Contrôle et surveillance des travaux de forages positifs et équipement dans les régions Sud;https://devbusiness.un.org/notices/wb-p2105992;fatoumata.bocoum@prapsmali.ml dbakary57@yahoo.fr mouscoul79@yahoo.fr;;;;;;;;;;
Procurement of water Pump (for irrigation pcs 38) by Regional Bureau of Agriculture;https://devbusiness.un.org/notices/wb-p2106020;muhamedfarahcd@gmail.com;;;;;;;;;;
Improvement of Cabatacan - San Mariano- San Jose Farm to Market Road;https://devbusiness.un.org/notices/wb-p2106026;ed.bongay67@gmail.com ed.bongay67@gmail.com;;;;;;;;;;
International Foreign Direct Investment (FDI) Consultant;https://devbusiness.un.org/notices/idb-p2105972;peu-procurement@sita.sr;;;;;;;;;;
Matériels technique; informatiques et bureautiques;https://devbusiness.un.org/notices/wb-p2106024;offres.pddr@gmail.com rpm.pddr2@gmail.com apm.pddr@gmail.com apm.pcmci@gmail.com marc.coordopddrpcmci@gmail.com;;;;;;;;;
Contratación de Especialista en presupuesto con enfoque de género y diversidad dentro de la Unidad de Calidad del Gasto (UCG);https://devbusiness.un.org/notices/idb-p2105969;adquisicionesdap@mef.gob.pa adquisicionesdap@mef.gob.pa;;;;;;;;;;
Construction of Gola Community Day Secondary School Block and Supply of Furniture in Chikwawa west Constituency;https://devbusiness.un.org/notices/wb-p2106023;daudeliot@gmail.com;;;;;;;;;;
Construction of Miseu 4 Health Post; Toilets and Supply of Furniture in Chikwawa Mkombedzi Constituency;https://devbusiness.un.org/notices/wb-p2106022;daudeliot@gmail.com;;;;;;;;;
Fabrication de mobiliers pour les ecoles a rehabiliter et a reconstuire;https://devbusiness.un.org/notices/wb-p2106021;infomarches_UGP@menfp.gouv.ht infomarches_UGP@menfp.gouv.ht. infomarches_UGP@menfp.gouv.ht. infomarches_UGP@menfp.gouv.ht infomarches_UGP@menfp.gouv.ht;;;;;;;;;;
Construction of Ablution Block at Chamama Market;https://devbusiness.un.org/notices/wb-p2106025;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
General Procurement Notice (GPN);https://devbusiness.un.org/notices/idb-p2104029;crsczmbarbados@gmail.com rarthur@coastal.gov.bb crsczmbarbados@gmail.com;;;;;;;;;;
CONSTRUCTION OF BRA PROJECT IMPLEMENTATION UNIT (PIU) OFFICE BUILDING IN HAMARWEYNE; MOGADISHU;https://devbusiness.un.org/notices/wb-p2106027;brasurpii@gmail.com mabdisataar@gmail.com brasurpii@gmail.com Indhoy11@gmail.com;;;;;;;;;
Provision of Agricultural input in selected LGAs of Nasarawa State (Toto; Akwanga; Awe; Lafia; Nasarawa; Karu; Doma; Wamba and Keana) for Climate Smart Agriculture.;https://devbusiness.un.org/notices/wb-p2106028;nasarawaacresal2022@gmail.com nasarawaacresal2022@gmail.com elileon23@yahoo.com;;;
Construction works of 6 Small Bridges at different FSRP Woredas; Under Oromia Burau of Agriculture;https://devbusiness.un.org/notices/wb-p2106029;info@orlb.gov.et gaddisaegu@gmail.com;;;;;;;;;
Construction of Nanauatan - Pasingan - Battut - Lattut Farm to Market Road;https://devbusiness.un.org/notices/wb-p2106030;rizalcagayan29@gmail.com;;;;;;;;;;
Construction of Toilet; Kitchen and Store Room at Chinyama Dispensary;https://devbusiness.un.org/notices/wb-p2106031;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;
Completion of Kanzimbi Health Post and Provision of Water Reticulation System in Chikwawa West Constituency under GESD;https://devbusiness.un.org/notices/wb-p2106044;daudeliot@gmail.com;;;;;;;;;;
Completion of Ching'ambika Girls Hostel and Provision of Water Reticulation System in Chikwawa West Constituency under GESD;https://devbusiness.un.org/notices/wb-p2106018;daudeliot@gmail.com;;;;;;;;;;
Completion of Santhe Community Ground;https://devbusiness.un.org/notices/wb-p2106019;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Procurement for Reference Books; Software's and Journal subscription;https://devbusiness.un.org/notices/wb-p2106045;abrham.eastrip@gmail.com geze99@gmail.com;;;;;;;;;
Supply of Solar Water and ESCOM Power at Kamboni and Chisinga police Units and Mphomwa Dispensary;https://devbusiness.un.org/notices/wb-p2106047;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Procurement of Medical Equipment to three Health Centre in Kasungu District;https://devbusiness.un.org/notices/wb-p2106048;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Construction of Kasungu Disrict Hospital paying ward;https://devbusiness.un.org/notices/wb-p2106049;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Procurement of IT EQTLOT I - (AIO Color printer 2 ; APC Symmetra PX Battery; AC AUX & Portable Video Conference) LOT II-(Tablet; KVM: Dell 16-port switch Bundle; I/O Module Dell Unity XT 480; APC Symmetra PX - System Power Supply & Intelligence Module);https://devbusiness.un.org/notices/wb-p2106050;entrovacancy@nilebasin.org tatnafie@nilebasin.org;;;;;
Construction of Mapelera PEA`s Office and House at Chikwawa East Constituency;https://devbusiness.un.org/notices/wb-p2106051;daudeliot@gmail.com;;;;;;;;;;
Construction of Kapelura Police Unit Staff Houses;https://devbusiness.un.org/notices/wb-p2106016;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
System of reporting on completed research and/or developments financed from the state budget of Ukraine under the budget programs of the Ministry of Education and Science of Ukraine;https://devbusiness.un.org/notices/wb-p2106017;oleksandr.radchenko@uiherp.org;;;;;;;;;;
Renovation of Nambesa Primary School Block in Chikwawa Mkombezi Constituency under GESD;https://devbusiness.un.org/notices/wb-p2106052;daudeliot@gmail.com;;;;;;;;;;
Procurement of Design; Supply & Installation of voltage regulation equipment at Freetown 161kV Substation and Rehabilitation of Freeown 161kV Substaion;https://devbusiness.un.org/notices/wb-p2106053;ozigboemmanu@gmail.com eozigbo@edsa.sl richardgoba@edsa.sl gobarichard@gmail.com aleksandarnikolic@edsa.sl theophilusamara@edsa.sl aleksandarnikolic@edsa.sl;;;;;;;;;
Procurement of civil works for school No 57 named after Omurzakov in village Ana-Kazyl; 275 places;https://devbusiness.un.org/notices/wb-p2106014;erikprocurement@gmail.com erikprocurement@gmail.com. erikprocurement@gmail.com erikprocurement@gmail.com;;;;;;;;;
PROPOSED CONSTRUCTIONS OF COMPLEX LABORATORY AND AGRICULTURE BUILDINGS TO THE STATE UNIVERSITY OF ZANZIBAR;https://devbusiness.un.org/notices/wb-p2106015;pmu@suza.ac.tz. pmu@suza.ac.tz vc@suza.ac.tz hashim.chande@suza.ac.tz;;;;;;;;;;
Procurement of Furniture for Eight Project Sites in kasungu District;https://devbusiness.un.org/notices/wb-p2106043;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Completion of Kaluluma 2 fish ponds;https://devbusiness.un.org/notices/wb-p2106042;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Rehabilitation of Kapelura Guardian Shelter;https://devbusiness.un.org/notices/wb-p2106041;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Support services for the Digitization process of 50;000 DUATS process;https://devbusiness.un.org/notices/wb-p2106040;transformacaourbana.maputo@gmail.com transformacaourbana.maputo@gmail.com. rmuchate@gmail.com;;;;;;;;;
Construction of Mphomwa Staff House;https://devbusiness.un.org/notices/wb-p2106033;aaronkamowa.ak@Gmail.com aaronkamowa.ak@gmail.com;;;;;;;;;;
Construction works of 8 Small bridges at different FSRP woredas; under the Oromia Bureau of Agriculture.;https://devbusiness.un.org/notices/wb-p2106032;info@orlb.gov.et gaddisaegu@gmail.com;;;;;;;;;
Construction of two staff house; Toilets and Water System at Nsangwe health centre in chikwawa South Constituency;https://devbusiness.un.org/notices/wb-p2106046;daudeliot@gmail.com;;;;;;;;;
Construction of Fencing Wall and Carrying out Geotechnical & Topographical Survey for Solar & BESS Farm Plant Located at Makunduchi Area in Unguja.;https://devbusiness.un.org/notices/wb-p2106039;zesta.procs@zeco.co.tz zesta.procs@zeco.co.tz zesta.procs@zeco.co.tz;;;;;;;;;;
Servicio de auscultación; detección y reparación de fugas no visibles en redes primarias; secundarias y conexiones domiciliarias de agua potable para las EPS Huaral y Barranca;https://devbusiness.un.org/notices/wb-p2106038;proyectos@promotass.gob.pe adquisiciones@promotass.gob.pe proyectos@promotass.gob.pe adquisiciones@promotass.gob.pe;;;;;;;;
Completion of Construction works at Nkhate Health Post sewer line system;https://devbusiness.un.org/notices/wb-p2106037;daudeliot@gmail.com;;;;;;;;;;
Acquisition de radars mobiles de contrôle de la vitesse pour le compte de la Gendarmerie Nationale en deux (02) lots dans le cadre de l'appui institutionnel à l'ANASER (lot 1 : radars et lot 2 :équipements de contrôle de la signalisation);https://devbusiness.un.org/notices/wb-p2106036;ageroute@ageroute.sn rndour@ageroute.sn mlaye@ageroute.sn mmbaye@ageroute.sn ageroute@ageroute.sn rndour@ageroute.sn mlaye@ageroute.sn mlaye@ageroute.sn;;;;;;;;;;
Procurement of 10 nos- Tractors; 1no Amphibious excavator (Swamp buggy); 1 no- Lowbed; 1 no-Truck head; 1 no-D9 Bull dozer;https://devbusiness.un.org/notices/wb-p2106035;kogiacresal2022@gmail.com kgacresal22@gmail.com ahmed_jatto@yahoo.com;;;;;;
Construction of Roxas II Pumping Station;https://devbusiness.un.org/notices/wb-p2106034;requiomajr.liberato@dpwh.gov.ph mmfloodmanagement@gmail.com limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com arriola.r@yahoo.com;;;;;;;;;;
General Procurement Notice (GPN);https://devbusiness.un.org/notices/wb-p2106054;bounserth@gmail.com hsipchansaly@etllao.com phanthanou_luangxay@yahoo.com somsack.procure@gmail.com khaikham.xyp@gmail.com bounserth@gmail.com;;;;;;;;;;
TRAVAUX DE REALISATION D’INFRASTRUCTURES SOCIO-ECONOMIQUES CONNEXES A LA ROUTE SENOBA-ZIGUINCHOR-MPACK EN QUATRE (4) LOTS;https://devbusiness.un.org/notices/afdb-p2105968;ageroute@ageroute.sn rndour@ageroute.sn amane@ageroute.sn;;;;;;;;;;
MCEP/BREB/KD-G-17: Procurement of Connector;https://devbusiness.un.org/notices/adb-p2105967;pdmcep.kd.reb@gmail.com;;;;;;;;;;
Service d’un bureau de consultants pour la réalisation des études de faisabilité technique d’une centrale solaire à Mopti;https://devbusiness.un.org/notices/afdb-p2105966;page_coord@yahoo.fr page_rpm@yahoo.fr;;;;;;;;;;
Bureau de consultants pour la réalisation de l’Etude d’Impact Environnemental et Social (EIES) d’une centrale solaire de 30 MW à Mopti.;https://devbusiness.un.org/notices/afdb-p2105965;page_coord@yahoo.fr page_rpm@yahoo.fr;;;;;;;;;;
Albania: Componenet A1: Improving Cultural Tourism Potential Through Interventions In Berati Castle - Enhancing Touristic Attractivity Of Berati Castle By Improving Touristic Accessibility;https://devbusiness.un.org/notices/ebrd-p2105964;shhatija@albaniandf.org;;;;;;;;;;
WBGeProcure: Sudan Somoud - Bank Support and Monitoring Agent;https://devbusiness.un.org/notices/wb-p2105963;No emails found;;;;;;;;;;
Utility of the Future Implementation; Mentoring and Capacity Building for Western Balkans Countries;https://devbusiness.un.org/notices/wb-p2105962;No emails found;;;;;;;;;
WBGeProcure: Sudan Somoud - Bank Support and Monitoring Agent;https://devbusiness.un.org/notices/wb-p2105958;corporateprocurement@worldbank.org corporateprocurement@worldbank.org;;;;;;;;;;
WBGeProcure: A Firm to assist in advising and preparing draft Alternative Investment Regulation in Uzbekistan;https://devbusiness.un.org/notices/wb-p2105957;corporateprocurement@worldbank.org;;;;;;;;;;
WBGeProcure: Consultancy for the Improvement of Five Water Treatment Plants in Guatemala City;https://devbusiness.un.org/notices/wb-p2105956;corporateprocurement@worldbank.org;;;;;;;;;;
WBGeProcure: IFC Africa Distributed Renewable Energy (DRE) Strategy;https://devbusiness.un.org/notices/wb-p2105955;No emails found;;;;;;;;;;
WBGeProcure: Market Sizing and Supply Side Interventions – Women-Led Nano and Micro Enterprises in India;https://devbusiness.un.org/notices/wb-p2105954;corporateprocurement@worldbank.org;;;;;;;;;;
BEO: Desarrollo de una metodología para evaluar la optimización de la cadena logística de carga área y preparación de una evaluación de mercado para la demanda de carga aérea en Costa Rica;https://devbusiness.un.org/notices/idb-p2105953;No emails found;;;;;;;;;;
WBGeProcure: Market Sizing and Supply Side Strategies – Women-Led Nano and Micro Enterprises in Kenya & Uganda;https://devbusiness.un.org/notices/wb-p2105952;corporateprocurement@worldbank.org;;;;;;;;;;
WBGeProcure: Indonesia TA for Development of a National Cybersecurity Risk Assessment Toolkit for Critical Inform;https://devbusiness.un.org/notices/wb-p2105951;corporateprocurement@worldbank.org;;;;;;;;;;
BEO: Consultoría para la elaboración de estudios de mercados y análisis de brechas;https://devbusiness.un.org/notices/idb-p2105950;No emails found;;;;;;;;;;
Consultancy for Development of a Registration Policy for Universal Health Coverage;https://devbusiness.un.org/notices/wb-p2105948;piu.mohw@gmail.com;;;;;;;;;;
TRAVAUX DE REALISATION D’INFRASTRUCTURES SOCIO-ECONOMIQUES CONNEXES A LA ROUTE SENOBA-ZIGUINCHOR-MPACK EN QUATRE (4) LOTS;https://devbusiness.un.org/notices/afdb-p2105947;ageroute@ageroute.sn rndour@ageroute.sn amane@ageroute.sn;;;;;;;;;;
Assistants techniques régionaux du volet Agribusiness; repartis en 02 lots : Lot 1 - Anosy; Lot 2 - Vatovavy;https://devbusiness.un.org/notices/wb-p2105946;procurement@pic.mg procurement@pic.mg.;;;;;;;;
Mapping and assessment of regions vulnerable to climate variability and unsustainable land use practices in selected agro ecological zones in Africa.;https://devbusiness.un.org/notices/au-p2105945;procurement@nepad.org manthatir@nepad.org;;;;;;;;;;
Concreting of Sibawan FMR;https://devbusiness.un.org/notices/wb-p2105944;darfo11.redmonteagudo@gmail.com baclgukidapawan@gmail.com;;;;;;;;;;
ERP management system;https://devbusiness.un.org/notices/wb-p2105943;nbljfl_pmo@163.com dabashou_wb@163.com guoxy@biddingcitic.com;;;;;;;;;;
Supporting the National Agency for Social Protection (NASP) review the targeting formula of their main Social benefits program;https://devbusiness.un.org/notices/wb-p2105942;coordinator@uzssps.org coordinator@uzssps.org procurement@uzssps.org;;;;;;;;;;
PROCUREMENT OF VEHICLES FOR ELEVEN (11) BUSINESS RESOUCRE CENTERS (BRCs);https://devbusiness.un.org/notices/un-p2105928;rep@ruentp.org;;;;;;;;;;
Transaction Advisory Services;https://devbusiness.un.org/notices/afdb-p2105927;admin@sapz.gov.ng;;;;;;;;;;
Contractualiser avec un consultant pour la supervision et l'intégration de l'approche GALS+ dans les activités des projets financés par le FIDA en RCA;https://devbusiness.un.org/notices/un-p2105914;f.bouba_dalambaye@prapam-fida.org o.pakossi@prapam-fida.org f.bouba_dalambaye@prapam-fida.org o.pakossi@prapam-fida.org mofini.marietherese@yahoo.fr;;;;;;;;;;
Avis Général de Passation de Marchés;https://devbusiness.un.org/notices/un-p2105913;f.bouba_dalambaye@prapam-fida.org;;;;;;;;;;
FOURNITURE ET INSTALLATION DE QUATRE (4) POMPES SUBMERSIBLES ET ACCESSOIRES AU PARC INDUSTRIEL DE CARACOL (PIC);https://devbusiness.un.org/notices/idb-p2105949;ute_mef@ute.gou.ht;;;;;;;;;;
Montenegro: Design And Construction Of The Extension Of The Orient/Est-Med Corridor;https://devbusiness.un.org/notices/ebrd-p2105919;gligor.boskovic@monteput.me;;;;;;;;;;
CONSULTING SERVICES – DESIGN AND CONSTRUCTION SUPERVISION SERVICES FOR THE DESIGN AND CONSTRUCTION OF LETHEM HOSPITAL;https://devbusiness.un.org/notices/idb-p2105921;procurement.hcns@gmail.com procurement.hcns@gmail.com procurement.hcns@gmail.com;;;;;;;;;;
Montenegro: PIU Support;https://devbusiness.un.org/notices/ebrd-p2105918;No emails found;;;;;;;;;;
Georgia: Extension Of CNG Filling Capacities In Bus Depot No 2 - Re-Advertisement 2;https://devbusiness.un.org/notices/ebrd-p2105917;TMachavariani@metro.ge;;;;;;;;;;
Romania: Design And Build Of Multimodal Dacia Depot;https://devbusiness.un.org/notices/ebrd-p2105916;licitatii@primaria-iasi.ro;;;;;;;;;;
Recruitment of Pension Advisor;https://devbusiness.un.org/notices/wb-p2105663;serprecruitment@mof.gov.so procurement@molsa.go.so dg@molsa.gov.so amamaalin@gmail.com;;;;;;;;;;
Project Focal Point in Galmudug FMS; Somalia;https://devbusiness.un.org/notices/wb-p2105660;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
Study on Green; Low-Carbon and High-Quality Development Indicator System of Ningbo;https://devbusiness.un.org/notices/wb-p2105659;gefnbpmo@163.com gefnbpmo@163.com;;;;;;;;;
CONSULTANCY SERVICES FOR DATA SUB-SEGMENT MARKET REVIEW (CONSULTANT FIRM);https://devbusiness.un.org/notices/wb-p2105658;procurement@ict.go.ke info@ict.go.ke procurement@ict.go.ke todhiambo@ict.go.ke;;;;;;;;;;
PROCUREMENT OF COMPUTER NUMERICAL CONTROL (CNC) MACHINES & ACCESSORIES;https://devbusiness.un.org/notices/un-p2105653;rep@ruentp.org;;;;;;;;;;
Project Focal Point in Puntland FMS; Somalia.;https://devbusiness.un.org/notices/wb-p2105657;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
Recrutement d'un Comptable 2 du PAFEN;https://devbusiness.un.org/notices/wb-p2105656;info@pafen.gov.bi gaspard.mvukiye@pafen.gov.bi bienvenu.irakoze@pafen.gov.bi pierre.ndamama@pafen.gov.bi belyse.ndayikeje@pafen.gov.bi gaspard.mvukiye@pafen.gov.bi;;;;;;;;;;
Detailed Design and Construction Supervision firm for Investment preparation for 3 cities - preliminary Siem Reap; Kampong Speu; Kandal;https://devbusiness.un.org/notices/wb-p2105655;rosvanna258@gmail.com kemborey14@yahoo.com srd_namo@yahoo.co.uk vibol.dpwt@gmail.com chetra.saly@gmail.com lunhango@gmail.com. rosvanna258@gmail.com kemborey14@yahoo.com srd_namo@yahoo.co.uk vibol.dpwt@gmail.com chetra.saly@gmail.com lunhango@gmail.com. rosvanna258@gmail.com;;;;;;;;
Selection of Service Provider for operating VLTC at Feni; Lakshmipur; Cumilla; Noakhali; Brahmanbaria and Chandpur Districts under Chattogram Division;https://devbusiness.un.org/notices/wb-p2105654;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;
Project Focal Point in Southwest FMS; Somalia;https://devbusiness.un.org/notices/wb-p2105665;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
"“Supervisión de las Obras para la Revitalización Urbana - Comercial Calle El Conde"" Actividad 1.1.2.3";https://devbusiness.un.org/notices/idb-p2105652;adquisiciones_ucp@mitur.gob.do adquisiciones_ucp@mitur.gob.do;;;;;;;;;;
Selection of Service Provider for operating VLTC at Rangpur Division;https://devbusiness.un.org/notices/wb-p2105666;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
REVISED: MCA-Zambia: Procurement of Consultant Services to conduct Pre-implementation Data Quality Review for the Roads and Access for Agriculture and Agro-processing Project;https://devbusiness.un.org/notices/mcc-p2105647;Aina.Rakotomanga@crownagents.co.uk mwila.kapita@mpcaz.co.zm;;;;;;;;;;
Responsable informatique du projet PIC3;https://devbusiness.un.org/notices/wb-p2105667;procurement@pic.mg. procurement@pic.mg;;;;;;;;;;
COSTAB Software Training Specialist;https://devbusiness.un.org/notices/afdb-p2105912;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
Costab Subject-Matter Specialist;https://devbusiness.un.org/notices/afdb-p2105911;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
ICT Specialist for Gargaara co. Ltd;https://devbusiness.un.org/notices/wb-p2105668;bid.scaledup@piu.mof.gov.so info@gargaara.com scaleduppc@piu.mof.gov.so;;;;;;;;;;
Selection of Service Provider for operating VLTC at Sylhet Division;https://devbusiness.un.org/notices/wb-p2105676;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
Assistants techniques régionaux du volet Agribusiness; repartis en 02 lots : Lot 1 - Anosy; Lot 2 - Vatovavy;https://devbusiness.un.org/notices/wb-p2105677;procurement@pic.mg. procurement@pic.mg;;;;;;;;
Recrutement d'un pour l'élaboration d'une politique d'infrastructure verte et de directives réglementaires;https://devbusiness.un.org/notices/wb-p2105678;info@pafen.gov.bi gaspard.mvukiye@pafen.gov.bi bienvenu.irakoze@pafen.gov.bi pierre.ndamama@pafen.gov.bi belyse.ndayikeje@pafen.gov.bi gaspard.mvukiye@pafen.gov.bi;;;;;;;;;;
Procurement Specialist (RE);https://devbusiness.un.org/notices/wb-p2105679;recruitment.mict@Sldgov.org ahmedinour45@gmail.com;;;;;;;;;;
Project Focal Point in Hirshabele FMS; Somalia;https://devbusiness.un.org/notices/wb-p2105662;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
Project Focal Point in Jubaland FMS; Somalia.;https://devbusiness.un.org/notices/wb-p2105661;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
